t,total_ins_0,"f(0, 0)","f(0, 1)","f(0, 2)","f(0, 3)","f(0, 4)",Soma(0)
0.5400000000,0.9055810222,0.0364897891,0.2168642842,0.3702536468,0.2819733021,0.0944189778,1.0000000000
0.5500000000,0.9054600010,0.0364286511,0.2167362584,0.3701995173,0.2820955741,0.0945399990,1.0000000000
0.5600000000,0.9053443297,0.0363706685,0.2166143837,0.3701473345,0.2822119429,0.0946556703,1.0000000000
0.5700000000,0.9052337693,0.0363156666,0.2164983528,0.3700970452,0.2823227048,0.0947662307,1.0000000000
0.5800000000,0.9051280919,0.0362634812,0.2163878740,0.3700485963,0.2824281404,0.0948719081,1.0000000000
0.5900000000,0.9050270798,0.0362139580,0.2162826712,0.3700019345,0.2825285161,0.0949729202,1.0000000000
0.6000000000,0.9049305255,0.0361669518,0.2161824822,0.3699570072,0.2826240844,0.0950694745,1.0000000000
0.6100000000,0.9048382306,0.0361223258,0.2160870586,0.3699137617,0.2827150845,0.0951617694,1.0000000000
0.6200000000,0.9047500060,0.0360799513,0.2159961648,0.3698721463,0.2828017437,0.0952499940,1.0000000000
0.6300000000,0.9046656709,0.0360397072,0.2159095772,0.3698321095,0.2828842769,0.0953343291,1.0000000000
0.6400000000,0.9045850528,0.0360014794,0.2158270840,0.3697936009,0.2829628885,0.0954149472,1.0000000000
0.6500000000,0.9045079871,0.0359651603,0.2157484840,0.3697565708,0.2830377720,0.0954920129,1.0000000000
0.6600000000,0.9044343163,0.0359306485,0.2156735865,0.3697209702,0.2831091110,0.0955656837,1.0000000000
0.6700000000,0.9043638901,0.0358978485,0.2156022106,0.3696867513,0.2831770797,0.0956361099,1.0000000000
0.6800000000,0.9042965651,0.0358666701,0.2155341845,0.3696538671,0.2832418434,0.0957034349,1.0000000000
0.6900000000,0.9042322041,0.0358370282,0.2154693453,0.3696222718,0.2833035589,0.0957677959,1.0000000000
0.7000000000,0.9041706761,0.0358088427,0.2154075382,0.3695919203,0.2833623749,0.0958293239,1.0000000000
0.7100000000,0.9041118560,0.0357820377,0.2153486164,0.3695627691,0.2834184327,0.0958881440,1.0000000000
0.7200000000,0.9040556242,0.0357565418,0.2152924407,0.3695347755,0.2834718662,0.0959443758,1.0000000000
0.7300000000,0.9040018664,0.0357322874,0.2152388785,0.3695078978,0.2835228027,0.0959981336,1.0000000000
0.7400000000,0.9039504735,0.0357092107,0.2151878043,0.3694820957,0.2835713629,0.0960495265,1.0000000000
0.7500000000,0.9039013413,0.0356872513,0.2151390986,0.3694573299,0.2836176614,0.0960986587,1.0000000000
0.7600000000,0.9038543699,0.0356663524,0.2150926480,0.3694335623,0.2836618072,0.0961456301,1.0000000000
0.7700000000,0.9038094642,0.0356464599,0.2150483449,0.3694107557,0.2837039037,0.0961905358,1.0000000000
0.7800000000,0.9037665332,0.0356275229,0.2150060869,0.3693888743,0.2837440491,0.0962334668,1.0000000000
0.7900000000,0.9037254898,0.0356094933,0.2149657767,0.3693678832,0.2837823366,0.0962745102,1.0000000000
0.8000000000,0.9036862509,0.0355923253,0.2149273218,0.3693477487,0.2838188550,0.0963137491,1.0000000000
0.8100000000,0.9036487370,0.0355759759,0.2148906344,0.3693284382,0.2838536885,0.0963512630,1.0000000000
0.8200000000,0.9036128722,0.0355604041,0.2148556310,0.3693099200,0.2838869172,0.0963871278,1.0000000000
0.8300000000,0.9035785839,0.0355455712,0.2148222321,0.3692921635,0.2839186171,0.0964214161,1.0000000000
0.8400000000,0.9035458027,0.0355314406,0.2147903622,0.3692751393,0.2839488607,0.0964541973,1.0000000000
0.8500000000,0.9035144623,0.0355179776,0.2147599494,0.3692588188,0.2839777166,0.0964855377,1.0000000000
0.8600000000,0.9034844993,0.0355051492,0.2147309254,0.3692431744,0.2840052503,0.0965155007,1.0000000000
0.8700000000,0.9034558531,0.0354929242,0.2147032252,0.3692281796,0.2840315241,0.0965441469,1.0000000000
0.8800000000,0.9034284657,0.0354812732,0.2146767869,0.3692138086,0.2840565970,0.0965715343,1.0000000000
0.8900000000,0.9034022818,0.0354701680,0.2146515517,0.3692000368,0.2840805253,0.0965977182,1.0000000000
0.9000000000,0.9033772486,0.0354595822,0.2146274636,0.3691868402,0.2841033626,0.0966227514,1.0000000000
0.9100000000,0.9033533153,0.0354494903,0.2146044692,0.3691741958,0.2841251599,0.0966466847,1.0000000000
0.9200000000,0.9033304336,0.0354398687,0.2145825178,0.3691620816,0.2841459656,0.0966695664,1.0000000000
0.9300000000,0.9033085572,0.0354306944,0.2145615610,0.3691504760,0.2841658258,0.0966914428,1.0000000000
0.9400000000,0.9032876421,0.0354219461,0.2145415530,0.3691393586,0.2841847845,0.0967123579,1.0000000000
0.9500000000,0.9032676459,0.0354136031,0.2145224497,0.3691287095,0.2842028835,0.0967323541,1.0000000000
0.9600000000,0.9032485282,0.0354056462,0.2145042096,0.3691185098,0.2842201627,0.0967514718,1.0000000000
0.9700000000,0.9032302505,0.0353980567,0.2144867929,0.3691087410,0.2842366598,0.0967697495,1.0000000000
0.9800000000,0.9032127757,0.0353908173,0.2144701617,0.3690993856,0.2842524111,0.0967872243,1.0000000000
0.9900000000,0.9031960687,0.0353839113,0.2144542799,0.3690904266,0.2842674508,0.0968039313,1.0000000000
1.0000000000,0.9031800956,0.0353773228,0.2144391133,0.3690818478,0.2842818118,0.0968199044,1.0000000000
1.0100000000,0.9031648243,0.0353710369,0.2144246289,0.3690736333,0.2842955252,0.0968351757,1.0000000000
1.0200000000,0.9031502238,0.0353650391,0.2144107957,0.3690657682,0.2843086208,0.0968497762,1.0000000000
1.0300000000,0.9031362648,0.0353593160,0.2143975839,0.3690582380,0.2843211269,0.0968637352,1.0000000000
1.0400000000,0.9031229190,0.0353538546,0.2143849652,0.3690510288,0.2843330704,0.0968770810,1.0000000000
1.0500000000,0.9031101594,0.0353486426,0.2143729125,0.3690441273,0.2843444772,0.0968898406,1.0000000000
1.0600000000,0.9030979604,0.0353436683,0.2143614000,0.3690375205,0.2843553716,0.0969020396,1.0000000000
1.0700000000,0.9030862973,0.0353389206,0.2143504032,0.3690311963,0.2843657771,0.0969137027,1.0000000000
1.0800000000,0.9030751465,0.0353343890,0.2143398988,0.3690251428,0.2843757159,0.0969248535,1.0000000000
1.0900000000,0.9030644855,0.0353300634,0.2143298642,0.3690193486,0.2843852093,0.0969355145,1.0000000000
1.1000000000,0.9030542929,0.0353259342,0.2143202784,0.3690138029,0.2843942775,0.0969457071,1.0000000000
1.1100000000,0.9030445480,0.0353219922,0.2143111208,0.3690084952,0.2844029398,0.0969554520,1.0000000000
1.1200000000,0.9030352312,0.0353182289,0.2143023723,0.3690034155,0.2844112146,0.0969647688,1.0000000000
1.1300000000,0.9030263237,0.0353146358,0.2142940142,0.3689985541,0.2844191195,0.0969736763,1.0000000000
1.1400000000,0.9030178074,0.0353112053,0.2142860290,0.3689939019,0.2844266712,0.0969821926,1.0000000000
1.1500000000,0.9030096653,0.0353079297,0.2142783998,0.3689894500,0.2844338858,0.0969903347,1.0000000000
1.1600000000,0.9030018808,0.0353048020,0.2142711107,0.3689851898,0.2844407783,0.0969981192,1.0000000000
1.1700000000,0.9029944383,0.0353018153,0.2142641462,0.3689811134,0.2844473634,0.0970055617,1.0000000000
